dbh,species,x_pos,y_pos
0.28890341108893025,ash tree,10.376781029094287,4.619903495244056
0.21524149259436132,ash tree,3.7088680434866124,5.147799903485592
0.2289165275404059,ash tree,3.158973871928263,1.3806645225462923
0.13431978689086482,pine tree,9.402170534224961,0.970638469555698
0.1681131010421991,ash tree,9.6568757478051,1.048128297587409
0.1582201711173247,ash tree,6.35880904861834,0.3060764430351215
0.1944171718544007,oak tree,11.004673882434483,10.602748664599204
0.17653808132840743,ash tree,10.630631972521313,7.684009262666896
0.21771247365679808,oak tree,11.92987381900937,4.779069950379944
0.22403876910399595,maple tree,3.74702376631354,8.037798584845056
0.200536965558412,pine tree,0.3211744424254612,8.51719263966096
0.18910940100507473,maple tree,5.629819467948632,2.9953623150176845
0.19732862522396555,oak tree,5.083778880022144,1.0089843118066817
0.20493421694893574,maple tree,10.842678975977874,6.064569291186667
0.26599221669756246,maple tree,3.3554998697277685,9.464896907220176
0.3446256836915781,pine tree,1.7156929611206069,2.1551488829621146
0.34842750020816066,oak tree,9.006103277359198,8.006381853724271
0.18093941115170484,oak tree,0.033293129018437284,4.0119434662831495
0.23464761408078388,maple tree,4.3840055278862184,10.40626155265619
0.22332799587808505,ash tree,7.141281335928168,7.4053361745124775
0.21879656854802687,ash tree,3.567610986427192,10.609257011494122
0.1648745681862275,ash tree,6.328493495649036,0.44979094205757963
0.24236201345371658,oak tree,7.653801262886137,0.30845393114696895
0.28153521461775105,ash tree,3.0815140283426445,8.219385598627314
0.19914384605300695,ash tree,4.792319024515336,10.878077453235445
0.2653815766512083,oak tree,1.4914447790193655,3.7227046789048273
0.22845531343047276,maple tree,10.41726844273827,7.122150997967329
0.17333979583242223,ash tree,6.484337706498241,5.34909166452718
0.20644140605737504,ash tree,11.658047928376448,2.690674338474581
0.17764759518183026,ash tree,6.904574886748986,1.9612502017621392
0.19009862985224496,maple tree,11.583841738486438,4.110355841154616
0.2225960216379521,maple tree,3.588839750601636,6.40317723621896
0.1840022642064611,maple tree,10.471313659899465,6.14188338249585
0.1972482342432742,maple tree,0.7140486410002809,4.091187315521475
0.18010845317681637,ash tree,7.536214957791742,11.838423665790106
0.22764109507278568,maple tree,10.315144822251398,8.103708152440085
0.23243247109053022,maple tree,6.892414944266766,9.499751646517847
0.2449160963619027,pine tree,2.1422127411344487,5.681537180295589
0.18806967401109614,pine tree,10.251407636045423,10.878152858279694
0.31088128570203,oak tree,5.722087482219925,7.699377715492563
0.15742156694455134,maple tree,4.409244678021848,4.999706403664481
0.18721682909284354,ash tree,11.571158262717542,1.0427974971328662
0.24375438073743536,pine tree,6.378757607326763,4.542937359981043
0.19991933527573624,ash tree,1.7645013913848921,8.347394970809283
0.24007746482654824,pine tree,11.900442713520349,6.3120395183110345
0.21573028497652033,oak tree,0.10346005873646602,11.34913067664984
0.27082902369723627,maple tree,5.31353268345704,8.573415381431516
0.308200472661243,oak tree,4.279806846803053,8.050023452596552
0.19168295746862976,ash tree,11.511288793347521,7.184757324579347
0.1889311973056439,ash tree,10.826124065683947,9.908007781404896
0.26562263302125755,maple tree,2.7574341803877296,7.7967864639695605
0.25561628193263924,oak tree,5.0196321707975695,10.182575163101497
0.27444955841159063,ash tree,7.443085732947102,7.48974416079772
0.23635244701637126,maple tree,3.638535161826421,2.5262620959451727
0.22054057877902286,ash tree,4.936090767521712,6.3496567483289015
0.2490083976730755,oak tree,0.7788276243002867,10.887658191771774
0.21342993459615564,oak tree,11.05102182737129,9.55174039963237
0.2863627064640381,pine tree,4.978928990235694,10.55823318973745
0.2778556842278188,maple tree,3.2539596490670717,7.98396811590321
0.19166784840603485,maple tree,4.0453928225098625,10.484409173958149
0.2443721767219996,ash tree,4.119117439533641,9.521451576120821
0.2409639132717036,maple tree,4.594588062663529,7.289068342205152
0.22982402450804926,pine tree,3.913665325156213,1.7692563166507211
0.16998813745453892,pine tree,8.473158194674031,0.76515672692793
0.2714978828513353,oak tree,7.798613333171851,6.646198944131247
0.1585272274374172,ash tree,0.1282979649929077,9.146493696877831
0.2642837714386929,pine tree,4.421193976128826,9.954841817938366
0.23421527731343628,oak tree,11.228478586831805,6.586668106005929
0.21567167514780705,oak tree,3.5022199287360793,0.08831446066585569
0.1821570676023745,maple tree,10.563101893358308,1.7623824297096338
0.2005070888744093,pine tree,0.1892682543722679,8.057837684153656
0.2600095721950417,oak tree,10.58375264925403,3.058885222822554
0.24915465508854737,ash tree,5.401596276518689,9.729521732791806
0.17262791640560674,ash tree,4.956187749814187,11.524087022382416
0.1695028403054771,maple tree,5.744780652957182,2.0946646035476433
0.1593336272921858,ash tree,0.9758681619303751,8.99311385772665
0.1717818392129361,ash tree,3.3774043608894213,11.320541277336593
0.2410897074354571,maple tree,0.9878079826465815,2.102346639419967
0.1755415318245572,pine tree,0.19598275311894442,5.1647595926751695
0.17054584525851516,ash tree,4.14673957843832,0.5877319788658766
0.23097394995784917,ash tree,7.683281609372935,7.466342850490658
0.1799240805773713,ash tree,7.294357679609369,1.5083222184370992
0.25105059768682053,pine tree,0.8737432235965836,7.231873121925323
0.14832057244345787,maple tree,11.874939698206866,5.709467111124115
0.21543884442741296,maple tree,6.02690945377361,11.420085786820401
0.20969190227472068,ash tree,8.950829570952802,11.166146216746185
0.14545466473437704,maple tree,4.463301277609107,0.01714924928086292
0.2357292907758474,pine tree,5.1544358958321865,3.2963860603528015
0.2364560640683747,oak tree,11.140315181194527,6.722081692409664
0.15246485268896584,ash tree,0.49026563400342615,7.815638271811396
0.21875025083648622,oak tree,4.502554285376269,5.056182753288992
0.2622862023575125,pine tree,6.41720279341409,6.650555705856128
0.32272714337458025,oak tree,9.466526955123099,4.629000148472944
0.20026499551185473,oak tree,3.2351058879867063,0.07614103169322872
0.16390967671797463,ash tree,7.4361733765792195,0.5161318619764317
0.18862404434973817,maple tree,0.8326290887687287,3.5089680822330305
0.2040732438973159,ash tree,2.3227695325441005,6.780398809463936
0.27917766208156225,oak tree,5.140729391408428,8.02898886285481
0.17667843497317579,pine tree,5.57800414029348,4.591207282842042
0.21550050241002763,maple tree,4.458723955804208,5.510453576905437
